"survey","bush","state","edu","age","female","black","weight"
"9153",0,44,2,4,1,0,1538
"9153",1,5,3,4,1,0,247
"9153",1,41,4,2,0,0,842
"9153",1,19,3,2,1,0,526
"9153",0,11,3,1,1,1,577
"9153",1,47,3,4,1,0,616
"9153",1,44,2,1,1,0,1368
"9153",0,36,1,4,0,0,1550
"9153",1,23,3,2,0,0,530
"9153",1,10,2,1,0,0,2367
"9153",1,41,4,2,1,0,730
"9153",0,31,4,2,1,0,838
"9153",0,33,4,3,0,0,205
"9153",0,48,2,3,1,0,924
"9153",0,28,3,1,0,0,803
"9153",1,43,3,2,1,0,526
"9153",1,17,3,3,1,0,504
"9153",1,28,4,2,0,0,736
"9153",1,19,2,3,0,0,1327
"9153",1,43,2,1,1,0,1368
"9153",0,44,2,2,1,0,2163
"9153",0,23,3,1,0,1,2310
"9153",0,10,2,4,1,0,1538
"9153",0,25,2,2,1,1,1045
"9153",1,37,3,2,1,1,381
"9153",1,14,4,2,0,0,736
"9153",1,21,2,2,0,0,1663
"9153",1,4,2,3,0,0,1327
"9153",0,44,2,1,1,0,1368
"9153",0,26,4,1,1,0,1643
"9153",1,1,4,3,1,0,929
"9153",1,26,4,2,1,0,638
"9153",1,50,4,3,1,0,541
"9153",0,43,2,2,1,1,1045
"9153",1,43,4,3,1,0,1548
"9153",0,15,3,2,0,0,530
"9153",0,16,3,2,1,0,459
"9153",0,14,4,2,0,0,736
"9153",0,26,2,3,0,1,3337
"9153",1,28,3,4,1,0,269
"9153",1,23,4,2,0,0,736
"9153",1,44,3,2,0,0,909
"9153",1,45,2,1,0,0,634
"9153",0,10,3,1,0,1,1761
"9153",1,43,4,2,1,0,730
"9153",1,5,4,3,0,0,574
"9153",0,14,4,2,1,0,638
"9153",1,19,4,2,0,0,842
"9153",1,18,3,2,1,0,263
"9153",1,16,2,2,1,0,630
"9153",0,48,1,3,0,0,1066
"9153",0,5,2,3,1,1,1340
"9153",1,43,1,4,0,0,887
"9153",1,5,4,3,1,0,497
"9153",1,48,3,3,0,0,534
"9153",1,5,4,2,1,0,586
"9153",1,44,3,1,0,0,459
"9153",0,14,2,3,0,0,870
"9153",0,5,2,1,0,0,1268
"9153",0,48,4,1,0,0,696
"9153",1,6,2,2,1,0,1158
"9153",0,14,4,1,1,0,493
"9153",1,5,2,4,1,0,618
"9153",0,5,3,4,1,1,717
"9153",1,5,3,3,0,0,267
"9153",1,19,4,2,0,0,421
"9153",1,43,3,1,0,0,919
"9153",1,44,4,2,1,0,730
"9153",1,5,3,1,0,0,1107
"9153",1,5,2,4,1,0,1235
"9153",1,48,4,2,1,0,586
"9153",1,48,4,3,0,0,574
"9153",0,5,2,1,1,0,1099
"9153",0,48,3,2,0,0,487
"9153",0,48,3,1,0,0,738
"9153",0,5,3,1,0,0,738
"9153",0,6,4,1,1,1,2625
"9153",1,5,2,4,1,0,309
"9153",0,32,2,2,1,0,1158
"9153",0,48,4,2,0,0,338
"9153",0,48,3,1,0,0,1107
"9153",0,45,2,1,0,0,1268
"9153",0,45,4,2,0,0,676
"9153",0,5,4,1,1,0,604
"9153",1,5,2,3,1,0,462
"9153",1,32,2,2,1,0,1158
"9153",1,5,3,2,0,0,487
"9153",1,5,2,1,0,0,1268
"9153",1,5,3,2,1,0,211
"9153",0,5,4,2,0,0,338
"9153",0,5,4,3,1,0,497
"9153",1,5,3,2,1,0,422
"9153",0,5,4,1,0,0,1045
"9153",0,3,4,3,1,0,249
"9153",1,38,1,2,1,0,579
"9153",0,5,3,2,0,0,730
"9153",1,5,3,1,0,0,369
"9153",0,38,3,3,1,0,463
"9153",1,5,3,1,1,0,640
"9153",1,6,4,2,1,0,293
"9153",0,48,4,3,1,0,497
"9153",0,38,4,2,0,0,676
"9153",0,5,4,3,0,0,574
"9153",0,5,2,1,0,0,1901
"9153",1,48,2,3,1,0,924
"9153",1,5,4,1,0,0,696
"9153",1,5,4,1,1,0,906
"9153",1,5,2,1,0,0,1268
"9153",0,5,2,4,0,0,1425
"9153",0,5,4,2,0,0,676
"9153",0,5,3,2,0,0,243
"9153",1,45,4,2,1,0,293
"9153",1,38,3,2,0,0,1217
"9153",1,5,3,2,0,0,243
"9153",0,48,3,2,0,0,243
"9153",0,5,1,1,1,1,1593
"9153",1,5,3,2,0,0,487
"9153",0,48,3,2,1,0,211
"9153",0,38,4,1,1,0,604
"9153",0,3,4,1,1,0,604
"9153",1,5,4,1,0,0,696
"9153",1,48,3,2,1,0,422
"9153",1,5,4,2,1,0,293
"9153",1,5,2,3,1,0,462
"9153",0,48,3,2,1,0,422
"9153",1,29,3,3,0,0,534
"9153",1,5,2,1,1,0,1099
"9153",1,5,4,2,0,0,676
"9153",0,5,2,2,1,0,579
"9153",1,5,4,3,0,0,287
"9153",1,5,4,3,1,0,497
"9153",0,39,3,2,1,0,603
"9153",1,21,3,4,1,0,308
"9153",1,11,4,1,0,0,433
"9153",0,1,2,1,1,0,1368
"9153",0,15,4,2,1,0,319
"9153",1,13,3,1,1,0,640
"9153",0,28,2,4,0,0,775
"9153",1,44,1,3,1,0,575
"9153",0,47,4,2,1,0,365
"9153",0,24,3,2,1,0,459
"9153",1,21,4,2,0,0,421
"9153",1,23,2,3,0,0,1160
"9153",1,31,2,2,1,0,1656
"9153",0,14,2,2,1,0,630
"9153",1,39,4,2,1,0,419
"9153",1,44,4,4,1,0,818
"9153",1,10,3,3,1,0,577
"9153",0,44,4,3,1,0,619
"9153",1,17,2,1,1,0,1196
"9153",0,47,1,3,0,0,1327
"9153",0,39,2,3,1,0,2643
"9153",1,39,4,2,0,0,967
"9153",0,44,2,3,1,1,834
"9153",1,10,4,4,1,0,818
"9153",1,43,2,1,1,0,1368
"9153",1,10,3,1,1,0,796
"9153",1,47,2,1,0,0,1578
"9153",1,19,2,3,1,0,863
"9153",0,4,2,4,0,1,1700
"9153",1,11,2,3,0,0,996
"9153",1,11,3,2,1,0,526
"9153",1,34,2,4,0,0,887
"9153",1,47,4,4,0,0,944
"9153",1,5,4,2,0,0,676
"9153",1,34,1,2,1,0,1442
"9153",1,5,2,1,1,0,1099
"9153",0,5,2,4,1,0,1235
"9153",0,5,2,3,1,1,670
"9153",1,3,4,4,0,0,190
"9153",1,13,3,3,1,0,463
"9153",0,22,2,3,1,0,1982
"9153",1,50,4,3,0,0,625
"9153",0,26,1,3,1,1,729
"9153",1,5,3,2,0,0,487
"9153",0,24,2,2,1,0,1261
"9153",1,19,2,3,1,0,1151
"9153",0,5,3,3,1,0,695
"9153",0,27,4,2,1,0,586
"9153",1,5,4,3,1,0,497
"9153",0,44,1,4,0,0,1773
"9153",0,37,4,2,1,0,730
"9153",1,41,2,3,1,0,1151
"9153",1,41,1,3,0,0,664
"9153",0,47,4,2,0,0,842
"9153",0,14,1,2,1,1,1827
"9153",0,29,1,3,0,0,1066
"9153",0,15,1,4,1,0,672
"9153",0,3,2,2,0,0,1336
"9153",0,5,3,1,0,0,738
"9153",0,37,1,4,1,0,769
"9153",0,39,2,2,1,0,828
"9153",0,5,2,1,1,0,549
"9153",0,39,2,4,0,0,1018
"9153",0,44,4,2,0,0,421
"9153",0,17,1,2,0,0,1454
"9153",0,5,1,2,0,0,1336
"9153",0,11,2,1,1,0,2736
"9153",0,37,2,2,1,0,1442
"9153",0,48,2,2,1,0,579
"9153",0,10,2,1,0,0,2367
"9153",0,24,2,2,1,0,630
"9153",0,6,3,2,1,0,422
"9153",1,14,2,4,0,0,1550
"9153",1,40,2,1,0,0,2718
"9153",1,23,3,2,1,0,230
"9153",1,39,2,3,0,0,3048
"9153",1,35,2,2,1,0,630
"9153",0,33,3,2,1,0,603
"9153",1,10,4,1,0,0,867
"9153",1,45,3,1,1,0,640
"9153",1,39,3,2,1,0,905
"9153",1,22,2,4,0,0,2036
"9153",0,44,1,2,1,0,1442
"9153",0,39,1,2,0,0,1910
"9153",0,40,3,2,1,0,603
"9153",0,10,1,3,1,1,1668
"9153",1,21,3,2,1,0,526
"9153",0,33,2,4,1,1,2559
"9153",0,5,3,4,1,0,495
"9153",0,15,4,1,1,1,952
"9153",1,47,4,1,0,0,867
"9153",1,41,3,4,0,0,355
"9153",1,33,4,2,0,0,967
"9153",1,22,1,3,0,0,762
"9153",1,18,3,2,1,1,762
"9153",0,34,3,3,0,1,1275
"9153",1,34,3,3,1,0,865
"9153",0,7,2,1,0,1,5211
"9153",0,39,2,3,1,0,2643
"9153",1,22,2,3,0,0,1524
"9153",1,39,3,2,1,0,302
"9153",1,33,4,1,0,0,995
"9153",1,36,2,2,0,0,727
"9153",1,22,4,1,1,0,1295
"9153",0,34,2,3,0,0,1327
"9153",1,39,2,2,1,0,1656
"9153",1,5,3,3,1,0,232
"9153",1,39,3,3,1,0,993
"9153",1,33,2,1,1,0,1571
"9153",1,31,4,2,1,0,419
"9153",0,21,1,4,0,0,1773
"9153",1,34,2,2,0,0,1663
"9153",1,15,2,4,0,0,1550
"9153",0,33,4,3,0,0,820
"9153",1,31,2,4,1,0,2648
"9153",0,33,1,3,0,0,1524
"9153",0,21,4,2,1,0,730
"9153",1,14,4,2,0,0,736
"9153",1,36,2,1,1,0,1196
"9153",1,15,3,2,1,0,459
"9153",1,36,3,3,1,0,504
"9153",1,23,4,2,1,0,319
"9153",1,31,2,1,0,0,1812
"9153",0,22,3,2,0,0,1044
"9153",0,10,3,2,1,0,526
"9153",0,22,3,1,0,0,527
"9153",1,22,2,2,0,0,1910
"9153",1,15,2,1,0,0,2069
"9153",0,15,4,4,0,0,825
"9153",1,15,4,3,0,0,625
"9153",0,31,2,3,0,0,762
"9153",0,22,1,4,1,0,1765
"9153",0,41,3,3,0,0,333
"9153",1,33,3,2,1,0,1810
"9153",0,31,2,1,0,0,1812
"9153",0,22,3,2,1,0,603
"9153",0,33,2,3,1,1,958
"9153",1,36,2,3,0,0,1160
"9153",0,40,4,3,1,0,356
"9153",1,22,4,2,1,0,838
"9153",0,22,4,1,1,0,863
"9153",1,33,1,3,0,0,2286
"9153",0,10,3,2,1,0,788
"9153",1,21,1,3,0,0,1991
"9153",1,21,3,2,1,1,381
"9153",0,33,4,2,1,0,419
"9153",0,39,3,3,1,0,662
"9153",0,23,3,2,1,1,333
"9153",0,23,2,3,1,0,1006
"9153",0,34,2,3,0,1,2545
"9153",1,33,2,1,0,0,1812
"9153",0,23,2,4,1,0,1344
"9153",0,47,4,2,1,0,730
"9153",1,50,2,4,1,0,672
"9153",1,5,4,4,1,0,497
"9153",1,47,3,3,0,0,665
"9153",0,44,2,3,1,0,1726
"9153",1,23,4,2,0,0,736
"9153",1,7,2,2,1,0,1656
"9153",1,10,2,4,1,0,769
"9153",0,11,2,3,1,0,1726
"9153",1,10,3,2,1,0,526
"9153",1,26,4,3,0,0,312
"9153",1,5,4,4,0,0,758
"9153",1,15,2,3,1,0,2012
"9153",0,26,2,2,0,0,727
"9153",1,36,2,4,0,0,1550
"9153",1,23,2,4,1,0,1006
"9153",0,7,3,1,1,0,2286
"9153",1,5,3,3,0,0,267
"9153",1,10,4,4,1,0,409
"9153",0,7,3,3,0,0,1910
"9153",0,23,4,2,1,0,319
"9153",1,33,1,4,1,0,3531
"9153",1,42,3,3,1,0,504
"9153",1,10,4,3,1,0,310
"9153",1,48,2,3,0,0,1066
"9153",0,33,3,4,1,0,707
"9153",0,33,2,4,1,0,1765
"9153",1,14,3,3,1,1,548
"9153",0,15,1,3,0,0,1741
"9153",1,14,2,4,1,0,672
"9153",0,41,3,1,0,1,2642
"9153",0,11,2,3,0,1,6362
"9153",0,14,1,3,1,1,2187
"9153",0,39,3,1,0,0,1055
"9153",1,14,2,3,0,0,1160
"9153",0,14,4,1,0,0,1516
"9153",1,5,4,2,0,0,676
"9153",0,39,2,2,1,0,2484
"9153",0,39,4,2,0,0,483
"9153",1,36,4,3,0,0,625
"9153",1,20,4,2,1,0,838
"9153",0,39,4,1,0,0,1991
"9153",0,21,2,4,0,0,1773
"9153",0,28,3,2,0,0,530
"9153",0,50,2,2,0,0,1454
"9153",0,40,4,2,1,0,419
"9153",1,7,3,1,1,0,2286
"9153",0,7,4,2,1,0,419
"9153",0,19,3,3,1,0,288
"9153",1,44,4,4,0,0,944
"9153",0,4,2,1,1,0,1368
"9153",0,19,2,1,0,1,6051
"9153",1,14,3,2,0,0,530
"9153",0,5,4,2,0,0,676
"9153",1,10,2,2,0,0,1663
"9153",0,24,3,2,1,0,459
"9153",1,37,2,1,1,0,1368
"9153",1,44,2,3,0,0,1327
"9153",1,1,3,3,0,0,665
"9153",0,44,4,2,1,0,730
"9153",1,44,3,2,0,0,909
"9153",1,44,4,3,0,0,714
"9153",0,10,1,4,1,0,769
"9153",1,37,2,3,1,0,1151
"9153",0,19,4,3,1,1,898
"9153",1,10,4,2,1,0,365
"9153",1,37,4,3,0,0,714
"9153",0,19,2,3,0,0,1327
"9153",1,32,3,1,0,0,922
"9153",1,33,4,2,0,0,1450
"9153",0,3,4,4,1,0,493
"9153",0,14,4,4,1,0,358
"9153",0,33,2,2,0,1,3661
"9153",0,33,4,3,0,0,820
"9153",0,37,1,4,0,0,2660
"9153",0,43,2,2,1,1,3135
"9153",1,14,2,4,1,0,1344
"9153",1,50,3,2,1,0,459
"9153",0,16,4,1,0,0,758
"9153",1,17,4,2,0,0,736
"9153",1,26,4,2,1,0,957
"9153",0,42,3,3,1,0,504
"9153",1,24,4,4,1,0,358
"9153",0,14,2,3,1,0,1006
"9153",1,23,1,4,1,0,1344
"9153",1,24,4,3,1,0,541
"9153",0,35,2,3,1,0,1006
"9153",1,21,3,1,1,0,1593
"9153",1,47,2,3,1,0,1151
"9153",1,5,4,4,1,0,657
"9153",1,10,4,1,0,0,1300
"9153",0,17,2,1,1,0,1196
"9153",1,10,4,1,1,0,752
"9153",1,15,4,2,1,0,638
"9153",1,17,2,2,0,0,1454
"9153",1,50,1,1,0,0,1380
"9153",1,33,4,1,0,0,995
"9153",0,6,3,4,1,0,247
"9153",1,5,4,2,1,0,586
"9153",1,36,1,1,0,0,2069
"9153",1,43,3,2,0,0,303
"9153",1,44,3,2,0,0,606
"9153",0,16,3,3,1,0,252
"9153",1,10,2,3,1,0,575
"9153",0,31,3,2,0,0,348
"9153",0,46,3,2,1,0,603
"9153",0,34,1,4,0,0,1773
"9153",1,15,2,1,0,0,2759
"9153",0,33,3,2,1,1,437
"9153",1,15,2,1,0,0,1035
"9153",0,32,2,2,0,0,1336
"9153",0,3,3,2,0,1,934
"9153",0,33,1,3,1,1,1436
"9153",0,33,4,2,1,0,838
"9153",1,17,2,3,1,0,503
"9153",1,50,2,2,1,0,1261
"9153",1,41,3,1,1,0,796
"9153",1,44,4,3,0,0,714
"9153",1,22,2,2,0,0,1910
"9153",1,10,4,3,0,0,714
"9153",1,31,3,2,0,1,667
"9153",1,47,3,1,0,0,1378
"9153",1,24,2,3,1,0,1006
"9153",1,6,3,4,0,0,571
"9153",0,22,4,2,1,0,838
"9153",0,21,4,3,0,0,357
"9153",1,14,1,3,0,0,1160
"9153",1,47,2,1,1,0,1368
"9153",1,33,3,2,0,0,1044
"9153",1,33,4,2,0,0,483
"9153",0,41,3,2,1,0,526
"9153",1,36,2,2,1,0,1261
"9153",1,47,3,2,0,0,606
"9153",0,32,3,2,0,0,487
"9153",0,10,4,2,1,0,730
"9153",0,31,4,2,1,0,419
"9153",1,36,2,3,0,0,1160
"9153",0,23,3,4,1,0,269
"9153",1,43,2,2,1,0,1442
"9153",0,36,4,2,1,0,319
"9153",0,43,4,3,0,0,357
"9153",1,10,4,1,0,0,867
"9153",0,49,3,3,1,0,865
"9153",0,33,1,1,1,0,785
"9153",0,7,4,2,0,0,967
"9153",1,24,4,2,0,0,368
"9153",0,26,4,4,1,0,358
"9153",1,33,4,1,1,0,1295
"9153",1,45,4,2,0,0,676
"9153",0,3,2,2,0,0,668
"9153",1,14,4,2,1,0,638
"9153",1,44,2,3,1,0,1151
"9153",1,47,3,4,1,0,308
"9153",1,11,3,2,0,0,606
"9153",0,33,4,2,1,1,1215
"9153",1,24,4,3,0,0,1249
"9153",1,15,2,2,0,0,1454
"9153",1,28,4,1,0,0,758
"9153",1,10,3,2,0,0,606
"9153",1,47,4,2,1,0,730
"9153",0,47,4,2,1,1,529
"9153",1,31,4,1,1,0,432
"9153",1,3,3,2,1,0,844
"9153",0,14,2,3,1,0,1509
"9153",0,42,4,1,0,0,758
"9153",0,26,2,1,1,1,867
"9153",1,21,2,2,1,0,1442
"9153",0,26,3,3,0,1,1115
"9153",0,31,4,1,0,0,498
"9153",1,39,3,3,0,0,1146
"9153",1,47,3,1,0,0,459
"9153",1,31,2,4,1,0,883
"9153",0,40,1,4,1,0,883
"9153",1,30,1,3,1,0,1321
"9153",1,32,4,3,1,0,497
"9153",0,26,2,3,0,0,1160
"9153",1,50,3,2,0,0,530
"9153",0,13,4,3,0,0,287
"9153",1,26,4,2,0,0,736
"9153",1,17,4,1,1,0,657
"9153",1,49,2,3,1,0,575
"9153",1,36,1,2,1,0,1261
"9153",0,23,4,3,0,0,625
"9153",0,10,3,3,0,0,998
"9153",1,19,2,2,1,0,1442
"9153",0,3,4,3,1,0,249
"9153",1,22,4,4,1,0,711
"9153",1,1,2,1,1,0,2736
"9153",0,11,1,4,1,0,769
"9153",1,47,3,1,1,0,796
"9153",0,33,1,3,1,0,661
"9153",1,14,2,4,1,0,1344
"9153",1,24,2,4,1,0,672
"9153",1,11,4,3,1,0,619
"9153",0,39,2,3,0,0,1524
"9153",1,25,3,2,1,0,131
"9153",1,38,2,1,1,0,1099
"9153",0,44,3,2,1,0,263
"9153",0,43,1,3,0,0,1327
"9153",0,13,4,3,0,0,574
"9153",1,44,3,2,1,0,526
"9153",1,45,2,1,0,0,634
"9153",0,19,2,1,1,1,1983
"9153",1,24,4,2,0,0,736
"9153",0,5,2,4,1,0,1235
"9153",0,26,2,3,1,0,503
"9153",0,34,4,3,1,0,619
"9153",1,14,2,1,0,0,1380
"9153",0,24,4,4,1,0,358
"9153",1,38,3,2,1,0,422
"9153",0,23,3,3,1,0,252
"9153",1,39,2,4,1,0,883
"9153",1,36,2,1,1,0,1196
"9153",1,14,2,4,1,0,2016
"9153",1,6,1,3,0,0,533
"9153",1,26,3,3,1,0,504
"9153",0,6,3,3,1,0,695
"9153",1,19,2,1,1,0,1368
"9153",1,36,3,2,1,0,230
"9153",1,22,4,3,1,0,356
"9153",0,36,2,2,1,0,1891
"9153",1,36,3,4,0,0,621
"9153",1,7,2,2,1,0,828
"9153",1,39,4,4,1,0,940
"9153",1,39,2,4,0,0,2036
"9153",0,24,1,4,1,0,672
"9153",1,14,3,2,0,0,530
"9153",0,26,2,3,0,0,1160
"9153",1,14,2,3,0,0,1160
"9153",1,23,3,4,1,0,230
"9153",0,50,4,2,1,0,638
"9153",0,39,4,2,1,0,838
"9153",0,49,2,3,0,0,664
"9153",1,25,3,3,0,0,998
"9153",0,11,4,2,1,0,730
"9153",0,50,4,1,1,0,329
"9153",1,5,2,1,0,0,634
"9153",0,22,4,4,0,0,1084
"9153",1,44,4,2,1,0,730
"9153",1,36,4,2,1,0,638
"9153",0,10,2,2,1,0,1442
"9153",0,47,3,2,1,1,762
"9153",0,39,4,3,0,0,820
"9153",0,39,3,2,0,0,696
"9153",0,47,4,2,1,0,730
"9153",1,47,3,1,0,0,459
"9153",1,21,2,1,1,0,684
"9153",0,18,3,2,1,0,263
"9153",1,18,2,2,1,0,2163
"9153",1,45,3,4,1,0,495
"9153",1,1,3,2,0,0,606
"9153",1,10,2,3,0,0,1991
"9153",1,37,3,3,1,0,577
"9153",1,14,3,4,1,0,252
"9153",0,50,2,1,1,0,598
"9153",0,50,2,4,1,0,1344
"9153",1,10,4,4,0,0,944
"9153",0,39,1,2,1,0,1656
"9153",0,24,3,1,1,0,696
"9153",1,34,2,2,1,0,4326
"9153",0,41,4,2,1,1,1058
"9153",0,9,2,2,1,1,1045
"9153",0,10,3,2,1,0,526
"9153",1,11,4,3,0,0,357
"9153",0,35,3,3,0,0,582
"9153",0,35,4,2,0,0,736
"9153",0,16,2,1,0,0,690
"9153",0,50,2,4,1,0,1344
"9153",1,17,4,4,0,0,736
"9153",1,25,3,2,0,1,1162
"9153",1,42,2,4,1,0,503
"9153",1,15,3,2,1,0,459
"9153",0,33,3,3,1,0,662
"9153",1,14,3,1,1,0,696
"9153",1,16,3,4,0,0,310
"9153",1,23,3,3,1,0,252
"9153",1,14,3,3,0,0,872
"9153",1,6,2,3,1,0,924
"9153",1,3,4,4,1,0,657
"9153",0,10,3,4,1,0,308
"9153",0,10,3,4,1,0,308
"9153",1,41,4,1,0,0,433
"9153",0,47,2,4,0,1,5100
"9153",1,42,3,1,0,0,803
"9153",1,32,3,1,0,0,1107
"9153",0,6,3,3,0,0,534
"9153",1,5,4,4,1,0,746
"9153",1,44,1,1,0,0,1578
"9153",1,5,4,3,1,0,497
"9153",0,5,3,2,1,0,422
"9153",1,5,3,1,0,0,369
"9153",1,5,4,2,1,0,586
"9153",0,5,3,4,1,0,247
"9153",1,5,2,1,0,0,1268
"9153",1,5,3,4,1,0,495
"9153",1,5,4,1,0,0,348
"9153",0,5,4,2,1,1,425
"9153",0,38,4,2,1,0,586
"9153",1,5,4,1,1,0,604
"9153",0,5,3,1,0,0,369
"9153",1,5,4,2,0,0,676
"9153",0,5,4,1,1,0,604
"9153",1,38,4,2,0,0,338
"9153",1,5,2,2,1,0,1158
"9153",1,5,3,3,0,0,267
"9153",1,5,3,1,1,0,640
"9153",0,48,3,3,1,0,695
"9153",0,48,3,2,1,0,422
"9153",1,5,2,3,0,0,533
"9153",1,38,3,1,0,0,369
"9153",0,48,3,4,1,0,247
"9153",1,5,2,1,0,0,634
"9153",1,5,4,3,1,0,497
"9153",1,5,3,2,1,0,633
"9153",0,5,2,2,1,0,1158
"9153",0,5,4,2,0,0,338
"9153",0,5,4,2,1,0,293
"9153",1,5,2,3,0,0,1066
"9153",0,25,2,3,0,0,1327
"9153",1,48,2,1,0,0,634
"9153",1,5,1,1,1,0,549
"9153",0,48,4,3,0,0,574
"9153",0,5,1,3,0,0,1066
"9153",0,38,2,3,1,0,924
"9153",1,5,3,1,0,0,738
"9153",0,5,4,2,1,0,293
"9153",1,5,2,2,1,0,1158
"9153",1,5,4,3,0,0,430
"9153",1,1,2,3,0,0,3318
"9153",0,44,3,4,1,0,308
"9153",1,44,3,3,0,0,665
"9153",0,5,4,2,1,0,586
"9153",0,5,3,3,1,0,695
"9153",1,5,3,2,0,0,243
"9153",0,48,3,2,1,0,422
"9153",1,3,3,4,1,0,742
"9153",0,6,4,4,1,0,657
"9153",0,5,4,3,1,0,497
"9153",1,6,3,1,1,0,640
"9153",1,3,2,4,1,0,1235
"9153",1,25,4,2,1,0,365
"9153",1,48,3,4,1,0,495
"9153",0,5,4,3,0,0,287
"9153",0,5,2,4,1,0,1235
"9153",1,5,4,1,1,0,604
"9153",1,5,3,2,0,0,243
"9153",1,5,2,1,0,0,1268
"9153",0,5,2,3,1,0,924
"9153",0,5,2,4,1,1,895
"9153",1,48,2,2,1,0,579
"9153",0,27,2,4,0,0,712
"9153",0,5,4,3,0,0,574
"9153",0,48,3,3,0,0,534
"9153",1,5,3,2,1,1,612
"9153",0,5,2,1,1,0,1099
"9153",1,5,4,2,0,0,676
"9153",0,5,2,1,1,0,1099
"9153",1,5,4,1,1,0,604
"9153",1,5,4,2,1,0,293
"9153",1,5,4,4,0,0,338
"9153",0,5,3,3,1,0,463
"9153",1,29,3,4,1,0,247
"9153",1,5,3,2,0,0,487
"9153",1,5,3,1,0,0,1107
"9153",0,5,4,2,1,1,850
"9154",0,33,1,4,0,0,1891
"9154",0,33,3,2,0,0,696
"9154",0,47,4,4,1,1,520
"9154",0,11,4,2,0,0,374
"9154",0,34,2,4,1,0,794
"9154",0,10,2,2,1,1,2503
"9154",1,39,3,1,1,0,892
"9154",0,31,1,3,1,0,624
"9154",0,40,1,4,1,0,1703
"9154",0,31,3,3,1,0,1426
"9154",1,22,3,4,1,0,310
"9154",0,7,2,3,1,0,624
"9154",1,43,4,2,0,0,374
"9154",1,25,1,4,1,0,794
"9154",0,10,4,2,0,0,374
"9154",1,39,1,2,1,0,1465
"9154",1,44,3,3,1,0,266
"9154",0,51,2,3,1,0,1052
"9154",1,36,2,3,0,0,1233
"9154",0,14,3,4,0,0,307
"9154",0,15,3,2,0,0,620
"9154",1,15,2,3,1,0,1110
"9154",1,50,4,3,1,0,1533
"9154",1,39,1,2,1,0,733
"9154",1,39,2,1,1,0,2691
"9154",1,31,3,2,1,0,627
"9154",0,33,2,4,1,1,520
"9154",0,49,2,3,1,0,1164
"9154",0,22,1,3,0,0,693
"9154",1,23,2,3,1,0,555
"9154",1,14,3,2,0,0,620
"9154",1,33,2,4,1,0,852
"9154",1,22,2,4,1,0,852
"9154",1,39,4,3,1,0,689
"9154",1,14,4,2,1,1,785
"9154",1,23,4,2,1,0,643
"9154",1,33,2,2,0,0,2440
"9154",0,21,2,2,1,1,2503
"9154",1,26,3,3,0,0,564
"9154",1,11,4,2,0,0,748
"9154",1,15,3,1,1,0,794
"9154",0,33,4,1,0,0,459
"9154",0,11,2,1,1,0,1255
"9154",1,33,2,2,1,0,1465
"9154",1,36,4,2,1,0,321
"9154",0,25,3,2,1,0,585
"9154",0,24,2,1,1,0,1198
"9154",0,50,2,1,1,0,1198
"9154",0,33,2,2,1,0,733
"9154",1,34,4,2,0,0,748
"9154",0,33,2,4,1,0,852
"9154",0,23,3,1,0,1,1955
"9154",1,33,3,1,1,0,892
"9154",0,31,4,2,1,0,361
"9154",1,36,3,3,0,0,846
"9154",1,26,4,2,0,0,357
"9154",1,33,2,1,0,0,1494
"9154",1,50,3,2,0,0,310
"9154",0,31,3,4,1,0,621
"9154",0,10,3,3,0,0,591
"9154",1,50,2,2,0,0,724
"9154",1,50,2,1,0,0,3326
"9154",1,31,3,2,0,0,696
"9154",0,33,1,3,0,0,1385
"9154",1,10,2,4,1,0,794
"9154",1,44,2,1,0,1,1030
"9154",0,22,2,3,1,0,1871
"9154",1,14,1,3,1,0,1110
"9154",1,11,4,2,1,0,674
"9154",1,36,2,1,1,0,1198
"9154",1,47,3,2,1,0,585
"9154",0,37,4,1,1,1,941
"9154",1,24,4,3,1,0,613
"9154",0,18,4,3,0,0,357
"9154",1,39,2,4,1,0,1703
"9154",0,50,2,3,0,0,1233
"9154",0,23,1,1,0,0,2660
"9154",1,36,2,2,1,0,652
"9154",1,26,2,1,0,0,665
"9154",0,43,4,3,0,0,714
"9154",0,39,2,1,1,0,1346
"9154",0,39,2,4,1,0,852
"9154",0,16,4,1,1,0,736
"9154",0,36,1,2,0,0,1448
"9154",1,33,3,2,0,0,348
"9154",0,23,3,1,0,1,1303
"9154",0,30,1,3,0,0,1385
"9154",0,15,3,1,0,0,882
"9154",0,24,4,3,0,0,1362
"9154",0,15,2,2,1,0,652
"9154",0,50,3,3,1,0,508
"9154",1,10,2,2,1,0,683
"9154",1,39,2,3,0,0,1385
"9154",1,33,4,2,1,0,722
"9154",1,36,4,2,0,0,357
"9154",0,36,4,2,1,0,643
"9154",0,18,2,2,1,0,683
"9154",0,44,2,3,0,0,646
"9154",0,4,2,2,1,0,1367
"9154",1,28,2,2,0,0,1448
"9154",1,41,1,1,1,0,1883
"9154",1,39,4,2,1,0,361
"9154",1,10,1,3,0,0,1292
"9154",1,25,3,2,0,0,649
"9154",1,10,3,4,1,0,290
"9154",1,10,3,2,0,0,325
"9154",1,22,3,1,1,0,446
"9154",0,10,3,1,1,0,833
"9154",1,14,1,4,1,0,1516
"9154",1,40,2,3,1,0,1247
"9154",1,21,2,1,1,0,3766
"9154",0,34,4,3,1,0,643
"9154",0,33,3,3,1,0,428
"9154",1,14,2,3,0,0,1233
